num,text,label
862,Geçtiğimiz günlerde sosyal medyada öldüğü yönünde haber ler çıkan ünlü sunucu Kenan Işık'ın durumunun iyiye gittiği öğrenildi. VEFAT ETTİĞİ İDDİASI GÜNDEME BOMBA GİBİ DÜŞMÜŞTÜ Beşiktaş Belediye Başkanı Murat Hazinedar Twitter adresinden Kenan Işık'ın <vefat etti>ğini duyurmasının ardından ünlü sunucunun sevenleri kahroldu. Bu paylaşımın ardından Işık'ın aile yakınları ünlü oyuncunun sağlık durumunda herhangi bir değiklik olmadığı ve hayatta olduğu açıklamasını yaptı.,1
670,"13 yıl boyunda Fenerbahçe'de top koşturan Semih Şentürk, 29. haftada Şükrü Saraçoğlu Stadı'nda oynanacak Fenerbahçe - MP Antalyaspor maçında forma giyemeyecek. Arada transfer döneminde Antalyaspor'un sarı - lacivertlilerden kadrosuna kattığı tecrübeli golcünün sözleşmesinde özel bir <madde> yer alıyor. Fenerbahçe'nin şart koştuğu o maddeye göre, Semih Şentürk'ün eski takımına karşı forma giymemesi, 29. haftada oynanacak maçta sahada yer alması halinde ise para cezası ödemesi gerektiği vurgulanıyor.",0
263,"<Engelli> satıcının tüm çiçeklerini alan Halil Sezai, aldığı gülleri ne yapacağını bilemedi. Meşhur İsyan şarkısının duayen ismi Halil Sezai, önceki akşam yapımcısı Ahmet Çelenk ve bir kadın arkadaşı ile Taksim'deki bir gece kulübündeydi. Şarkıcı, çıkışta çiçek satan engelli vatandaşı görünce cebinde kalan son 50 lirayı vererek bütün çiçekleri aldı. Ardından ""Bu gülleri aldım da kime vereceğim"" diyerek gülmeye başladı.",1
219,"Avrasya Haber Portalı'nın sorularını yanıtlayan Ercan Bekar, Ukrayna'nın siyasi istikrara kavuşmaya başlamasının, yatırımcılar açısından olumlu bir işaret olduğunu fakat <ekonomik> krizin etkilerini en sert şekilde yaşayan inşaat sektörü açısından eski elverişli şartlara kısa sürede dönülmesinin mümkün görünmediğini kaydetti. Söyleşinin tamamını, Avrasya Haber Portalı'nda okuyabilirsiniz: http: /  / www.avrasya - haber.net / ukrayna / ercan - bekar - turk - muteahhitlerin - isi - zor",0
519,"""Aynı <ince hastalık> gibi derinden , sessizce sardın beni, O yürekki artık hayalinle bitap, zorda , Hastalığımsın anladım, mücadelem yok sana... İtiraf denen bozguncu,  rehin aldı beni.""",1
659,"Genelkurmay Başkanlığı'nın internet sitesinde verilen bilgiye göre Bitlis'in Merkez ilçesi Döşkaya köyü bölgesinde, güvenlik güçlerince 29 Ekim günü gerçekleştirilen faaliyet sırasında, bölücü terör örgütü mensuplarınca Amonyum ve Potasyum nitrat kullanılarak hazırlanmış ve Bitlis  -  Siirt karayoluna 750 metre mesafede toprağa gömülerek gizlenmiş, 90 kiloluk patlayıcı <madde> bulundu. Bulunan patlayıcı maddenin imha edildiği bildirildi.",0
143,"2002 yılından bu yana <birlikte olan> ve geçen yıl nişanlanan çiftin nikahını, Ford'un son filminin çekimlerinin sürdüğü New Meksiko eyaletinin valisi kıydı. Ford'un halkla ilişkiler sorumlusu Ina Treciokas, nikahın, eyaletin başkenti Santa Fe'deki valilik binasında önceki gün kıyıldığını belirtti. ""Indiana Jones"" filmlerinin 67 yaşındaki yıldızı Ford üçüncü evliliğini yaparken, 45 yaşındaki Flockhart ilk kez dünya evine girdi.",0
199,"""Önde iki tane uzun kolu var, arkada iki tane kısa  kolu var beni götüren <dört kollu>nun… Üstelik kimsenin omzuna yük de olmuyor ; kendi gidiyor!""",1
620,"Filmin yönetmenliğini, 2007 yılında suikasta <kurban giden> Butto'nun, Oxford üniversitesinden arkadaşı Victoria Schofield yapacak. İngiliz film yapımcısı ve yönetmen Schofield Pakistan'da yayımlanan Dawn gazetesine yaptığı açıklamada, filmin adının ""Benazir'in Alın Yazısı"" olacağını belirtti. Bir kadın politikacının olağanüstü cesareti ve ülkesi için verdiği mücadelenin konu edileceği sinema filminin, Butto'nun ölümünün 5. yılı olan 2012'de vizyona girmesi planlanıyor.",1
378,Mustafa Sabri ise 1952 yılında <Hakk'ın rahmetine kavuşmuştu>.,1
168,"RADİKAL  -  Tikhonova’nın 18 Şubat’ta Moskova’dan İstanbul’a geldiği ihbarı üzerine istihbarat birimleri harekete geçti. Patlayıcı uzmanı 18 yaşındaki kadının Dağıstan ’da bulunan arkadaşlarına, ""Türkiye’de kendimi patlatacağım. 2 haftaya kadar <cennete gideceğim>"" diyerek veda ettiği bilgisi de istihbarat raporlarına yansıdı. Tikhonova hakkında elde edilen bilgiler, 2 Mart’ta gizli yazıyla 81 kentteki birimlerle paylaşıldı. (Habertürk)",1
751,"İBRAHİM ÇOBAN DHA Acar, Obama’ya benzerliğini seçim kampanyasında kullanıp, ""Akalan’ın Obaması geliyor"" yazılı afiş ve broşür bastırdı. Bunları evlere ve kahvehanelere dağıtarak seçmenlerden oy isteyen Acar, ""Ben <siyahi> değilim ama esmer olduğum için çok benzetiyorlar"" diyor. Etiketler: ABD",1
146,"İddiaya göre dün, Necivan Güler, 5 aydır <birlikte olduğu> sevgilisi Levent Kımız'a (40) ayrılmak istediğini söylemesi üzerine çift arasında tartışma yaşandı. Çorlu Şeyh Sinan Mahallesi'nde oturan sevgilisi Güler'in evine giden Kımız, apartmanın koridor kısmında yanında getirdiği yanıcı maddeyi üzerine dökerek kendisini ateşe verdi. Çorlu Devlet Hastanesi'ne kaldırılan ve vücudunda yüzde 42 oranında yanık oluşan Kımız, bugün güvenlik nedeniyle İstanbul'daki hastanelere sevk edildi.",0
681,"""Ve... Öbek öbek kalmış son yeşillikler üzerinde otlayan koyunlar...  Sait Faik bunların ortasında; sıvaları dökülmüş ve yer yer kireç boyalı  kaidenin üzerinde büyük yalnızlığını yaşamaya devam ediyor... Bir yanlış yerde doğmuş  sanatçı heykeli halinde... Dünya üzerinde hala pek çok erkek Dünya Kadınlar  Gününü, kadınların <muayyen günlerinden> biri sanıyor!""",1
549,"Boğaziçi Üniversitesi Kandilli Rasathanesi Ve Deprem Araştırma Enstitüsü internet sitesinde yer alan bilgiye göre, Elazığ'ın Palu ilçesinde saat 19:30 sıralarında 3.7 büyüklüğünde bir deprem meydana geldi. Yerin 5 kilometre altında meydana gelen sarsıntı çevre illerden de hissedildi. Herhangi bir can <kaybının> yaşanmadığı öğrenilen deprem paniğe sebep oldu.",1
836,"Sarı lacivertli kulüp, konu ile ilgili olarak resmi internet sitesinden bir açıklama yaptı. Açıklama, şöyle: ""Teknik direktörümüz Vitor Pereira'nın babaannesi Rita Pereira'nın <vefat ettiği> haberini üzüntüyle öğrenmiş bulunmaktayız. Rita Pereira'ya Tanrı'dan rahmet; Vitor Pereira ile Pereira Ailesi'nin tüm fertlerine başsağlığı dileriz. Babaannesinin cenaze törenine katılmak için bugün Portekiz'e giden Vitor Pereira, yarın öğle saatlerinde yapılacak törenin ardından İstanbul'a dönecektir.",1
55,Yeni  kadrolara atanma tarihi meclisin karar tarihini takip eden <aybaşını> geçemez.,0
33,Bu durumun ortaya çıktığı tarihi takip eden <aybaşından>  itibaren ödemeye son verilir.,0
432,"2013 yılında Sinem Kobal'ın teyzesi Gülay Dereci, kansere yenik düşmüş; genç oyuncu cenaze töreninde hayli bitkin ve üzgün haliyle objektiflere yansımıştı. Sinem Kobal'ın 85 yaşındaki dedesi Selahattin Kobal da geçtiğimiz yıl Haziran ayında <hayata gözlerini yummuştu>. (Habertürk)",1
542,"Kütahya'nın Emet ilçesinde, iki aile arasında çıkan silahlı kavgada 4 kişi hayatını <kaybetti>. Alınan bilgiye göre, ilçeye bağlı Gürpınar köyünde, aralarındaki husumet nedeniyle iki aile arasında çıkan tartışma bir süre sonra kavgaya dönüştü. Silahların da kullanıldığı kavgada 1'i kadın 4 kişinin öldüğü öğrenildi. Olayın ardından bölgeye çok sayıda jandarma ekibi ve ambulans sevk edildi.",1
824,"DIŞ HABERLER Kanında kuduz virüsüne rastlanan Reynolds için doktorlar, aşı için geç kalındığını ve durumun umutsuz olduğunu söyledi. İlkokul öğrencisi küçük kız koma ünitesine alınarak <uyutuldu> ve virüsün ilerlemesini kesici ilaç tedavisi uygulandı. 2 hafta yoğun bakımda kalan Precious’un bağışıklık sistemi tedaviye cevap vererek virüsü yenmeyi başardı. Etiketler: ABD",0
132,"Ekranların sevilen oyuncuları Burcu Kara ile Buğra Gülsoy'u n <birlikte oldukları> geçen ay ortaya çıkmıştı. Sürpriz aşkın kahramanları, ilişkilerini nikâh masasına taşımaya karar verdi. Gülsoy’un ailesi, Kara’yı Bursa’da yaşayan ailesinden istedi. Sözlenen çift, temmuz ayındaki düğün için hazırlıklara başladı.",0
142,"Ercan Özdiken (34), ayrı yaşadığı ve boşanmak için dava açan eşi Yeşim Özdiken'i  (27), işe giderken yolunu kesti. Boşanma davasından vazgeçmesini istediği eşine yeniden <birlikte olmayı> teklif eden Ercan Özdiken, bir süre bu konuda tartıştığı eşini ikna edemeyince yanında taşıdığı av tüfeği ile ateş ederek öldürdü. Ercan Özdiken, daha sonra aynı silahla intihar etti. Öldürülen Yeşim Özdiken ile Ercan Özdiken'in cesetleri, otopsi için Uşak Devlet Hastanesi morguna kaldırıldı.",0
322,"Yüzlerce kişinin Noel ayinine katıldığı bir sırada bir masının üstüne çıkan Femen üyesi Josephine Witt, üstündekileri çıkararak ""Tanrı benim"" diye bağırmaya başladı. Çıplak <göğsüne> de ""Tanrı benim"" diye yazan Femen protestocusu çevredekilerin müdahalesiyle kiliseden çıkarılabildi.",1
253,"Bolu Valiliği yoğun kar yağışının devam etmesi üzerine yarın il genelinde ilk ve orta dereceli okulları bir gün süreyle tatil etti. Ayrıca, kamu kurum ve kuruluşlarında çalışan <engelli> ve hamile çalışanlar yarın (Salı) idari izinli sayılacaklar.",1
347,"İddiaya göre, Mecidiyeköy Metro istasyonu içerisindeki tuvaletlerin yanında bir grup arasında tartışma çıktı. Henüz kimliği belirlenemeyen kişiler, tekstil sektöründe çalıştığı ve açık öğretim öğrencisi olduğu belirtilen 19 yaşındaki Uğur Fakılı'yı bıçakla <göğsünden> yaraladı. Ağır yaralanan Uğur Fakılı, ambulansla Şişli Etfal Eğitim ve Araştırma Hastanesi'ne kaldırıldı. Ameliyata alınan Fakılı, tüm müdahalelere rağmen kurtarılamadı. Polis, zanlıları yakalamak için soruşturma başlattı.",0
700,"Salık'ın cenazesi, Adana Adli Tıp Kurumu'nda yapılan otopsinin ardından yakınları tarafından alınarak İskenderun Devlet Hastanesi morguna getirildi. Salık'ın <naaşı> daha sonra hastaneden alınarak cenaze namazının kılınacağı İskenderun Kaptan Mehmet Paşa Camii'ne getirildi. Cenaze töreninde Salık'ın çocukları tabuta sarılarak göz yaşları döktü. Hatay Müftüsü Mustafa Sinanoğlu'nun kıldırdığı cenaze namazının ardından Salık'ın naaşı Çankaya Mezarlığı'nda toprağa verildi.",1
206,"Bebek sağlığı için zararlı olan paraben maddesini içermeyen Canbebe Max; el, yüz ve alt temizliğinde rahatlıkla kullanılabilecek 5.5 pH değeri ile cildin doğal yapısını koruyan hijyenik bir ürün. Markanın ‘bebek temizlik ürünleri’ kategorisinin <ekonomik> segmentte konumlanan yeni ürünü Canbebe Max, hoş kokusu ile anne ve bebeğine ferahlık hissi veriyor.",1
857,"Rahatsızlığı sebebiyle bir süredir tedavi gören eski İstanbul Valisi Rıdvan Yenişen, Ankara'da <vefat etti>. Yenişen'in cenazesi, memleketi Kocaeli'nin Uzuntarla köyünde yarın öğle namazının ardından defnedilecek. Kocaeli'de 1942 yılında doğan Yenişen, yaklaşık 1,5 yıl İstanbul Valiliği ve Vali Vekilliği görevlerinde bulunmuştu. Yenişen, 2 kız çocuğu babasıydı.",1
530,"""Hemen her televizyon kanalında yayınlanan, sır’lı, esrar’lı , gizem’li gerçeküstü hikayeleri izleye izleye, <iyi saatte olsunlar>’a karışmıştık anlaşılan  milletçe!""",1
511,benim için o iki  karakter beslenmeye muhtaç <iki canlı>.,0
289,Binlerce  insan çalışıyor Tarım ekonomisinde olan biteni çok iyi izleyen Ali Ekber Yıldırım’dan  aldığım bilgilere göre fındıkları iqşlemek için de 1 milyon 250 bin ton  kapasiteli (dikkat buyurunuz yıllık üretim 650 bin ton) 170’in üzenide  <fındık kırma> fbarikası ve 300 bin ton iç fındık işleme kapasitesine sahip  20’nin üzerinde fındık işleme tesisi var.,0
64,Her <aybaşı> holding gibi zarf  dağılıyor.,0
117,"Kadıköy İlçe Emniyet Müdürlüğü ekipleri, genelde akşam saatlerinde Fenerbahçe Kalamış Caddesi'nde otostop yaparak trafiği aksattıkları ve para karşılığı erkeklerle <birlikte oldukları> öne sürülen üç kadın ile sekiz travestiyi gözaltına aldı. Gözaltına alındıkları ve emniyete götürüldükleri sırada polis memurlarına saldırdıkları belirtilen bu kişiler, ""polise mukavemet ve saldırı"" ile ""Kabahatler Kanunu'na muhalefet"" suçlarından haklarında işlem yapılarak Kadıköy Adliyesine sevk edildi.",1
140,"Magazin dergisi People'ın haberine göre Vince Vaughn, 2 yıldır <birlikte olduğu> kız arkadaşı Kyla Webe r ile Chicago'da, küçük, sade bir törenle hayatını birleştirdi. Aktörün menajeri, geçen yıl nişanlanan 39 yaşındaki Vaughn ve 31 yaşındaki Kanadalı emlakçı Weber'in ilk evlilikleri olduğunu açıkladı. Vaughn, Fred Klaus, Zoraki Tatil, Davetsiz Çapkınlar ve Ayrılık filmleriyle tanınıyor.",0
216,"İstanbul Diş hekimleri Odası yönetimi, Silivri Cezaevi önünde, ""Fiziksel ve ruhsal iyilik hali düşünce ve ifade özgürlüğü temel bir insan hakkıdır"" pankartı açtı. Türkiye Sosyal <Ekonomik> Siyasal Araştırmalar Vakfı (TÜSES) Yönetim Kurulu’ tarafından yapılan açıklamada, ""Basının susturulduğu yerde düşünceler özgür değildir. Can Dündar ve Erdem Gül’ün tutuklanması, halkın haber alma ve bilgilenme hakkının gasp edilmesidir. Bu kararla hepimiz tutuklandık, şimdi bunun utancını yaşıyoruz denildi.",0
47,"""Yukarıdaki süreler,  ihya edilen süreye ilişkin tutar dahil her türlü borçların ödendiği tarihi takip  eden <aybaşı> itibarıyla bu Kanuna göre aylık bağlanmasında dikkate alınır.""",0
250,"Hilvan'da yaşayan zihinsel <engelli> 15 yaşındaki M.H.'nin tecavüze uğradığını belirten yakınlarının şikayeti üzerine güvenlik güçlerince soruşturma başlatıldı. Yürütülen soruşturmada engelli kıza tecavüz ettiği iddiasıyla Cahit S., Orhan H. ve Vedat S. gözaltına alındı. Şüpheliler, ifadeleri alındıktan sonra çıkarıldıkları nöbetçi mahkemece tutuklanırken, sanıkların davasının ise güvenlik nedeniyle Hilvan yerine Siverek ilçesinde görüleceği bildirildi.",1
556,"Yaklaşık iki yıldır lenf kanseriyle mücadele eden 76 yaşındaki Suna Güler, tedavi gördüğü Amerikan Hastanesi'nde hayatını <kaybetti>. Suna Güler'in cenazesi, yarın öğle vakti Teşvikiye Camisi'nde kılınacak cenaze namazının ardından Feriköy'deki aile mezarlığında toprağa verilecek.",1
732,"""Aynı kadınlar yapacak bir iş olmadığından <seks işçisi>  olarak çalışmaya başlayınca, bu kez de HIV yayan gruba dahil oldular .""",1
626,"IRNA haber ajansının haberine göre, ülkenin güneyindeki Maoujan bölgesinde yaşanan olay, polisin kaçakçıların içinde bulunduğu kamyonu durdurmasıyla başladı. Kaçakçıların açtığı ateşte 4 polisin öldüğü, kaçakçıların 200 kilogram uyuşturucuyu bırakarak kaçtığı kaydedildi. İran'da her yıl tonlarca uyuşturucu <madde> ele geçiriliyor.",1
874,"Küba'nın eski lideri Fidel Castro, resmi bir internet sitesinden yayınlanan demecinde, ABD Kongresi'nin, devasa büyüklükteki askeri harcamaları kısa sürede onayladığını, ancak <yoksul> Amerikalıların sağlık hizmeti almasına yönelik reformu halen onaylamadığını, kongre üyelerinin kesinti istediğini kaydetti. Fidel Castro, 50 milyon Amerikalının sağlık hizmeti alamadığını belirtirken, kendi ülkesinde ise bu hizmetin tamamıyla ücretsiz olduğunu da vurguladı.",1
574,"Başbakanlık Afet ve Acil Durum Yönetimi Başkanlığı (AFAD) Deprem Dairesi'nin verilerine göre, Kaş açıklarında saat 10.54'te Akdeniz Doğu Baseni'nde Richter Ölçeği'ne göre 3.0 büyüklüğünde deprem meydana geldi. 9.2 kilometre derinlikte meydana gelen deprem, Kaş'a bağlı Bayındır Mahallesi'ne 47 kilometre uzaklıkta yaşandı. Deprem, ilk belirlemelere göre can veya mal <kaybına> neden olmadı.",0
368,Bir de tabii umumi  tuvaletlerde yandaki bölmede <hacetini görene> teşaşür sesi gitmesin için teharet musluklarının şar  şar açılıp öylecene bırakılıp gitmesinden filan.,1
651,"Olay, Merkez Bağlar İlçesi Emek Caddesi üzerinde bulunan E -  Tipi Kapalı Ceza İnfaz Kurumu'nda meydana geldi. Uyuşturucu <madde> ticaretinden tutuklu S.A.'ya, 11 Kasım günü cezaevinde spor kompleksi temizliği görevi verildi. S.A., burada salonun camına tırmanarak indiği bahçe duvarından atlayarak firar etti. S.A.'nın yakalanması için geniş çaplı araştırma başlatılırken, olayla ilgili soruşturma başlatıldı.",0
789,"Pendik Eğitim ve Araştırma Hastanesi Yöneticisi Prof. Dr. İsmail Cinel, kafa ve göğüs travması geçiren Sadıkoğlu'nun tedbir amaçlı <uyutulduğunu> bildirdi. Prof. Cinel, ""Tedaviye yanıt veriyor. Bu olumlu bir gelişme. Birkaç gün içinde uyandırılacaktır"" dedi. Kahraman Sadıkoğlu'nun önümüzdeki günlerde ameliyat edileceği belirtildi.",0
204,"Rapora göre, bu sene içindeki akıllı telefon sevkıyatı geçen seneye göre yüzde 39.3 oranında artacak. DC’nin öngörülerine göre bu büyüme hız kesmeden devam edecek ve 2017’de pazara sürülen cihaz sayısı 1.7 milyara ulaşacak. Rapor bu büyümenin sebebini ise gelişmekte olan piyasalardaki <ekonomik> akıllı telefonlara olan talep olarak açıkladı. Geçen sene 387 dolar olan ortalama akıllı telefon fiyatı bu sene 337 dolara inerken 2017’de bu fiyatın 265 dolara kadar düşecebileceği belirtiliyor.",1
698,"Filistinli Alkhadi'nin cenazesi, Ankara 'daki Keçiören Adli Tıp Kurumu 'nda işlemleri tamamlandıktan sonra, ailesine verildi.Cenazenin teslimi sırasında Adli Tıp Kurumu önünde Halkevleri üyesi bir grup da cenazeyi karşıladı. Daha sonra Alkhadi'nin Filistin bayrağına sarılı ve üzerinde karanfiller bulunan <naaşı>, cenaze nakil aracına bindirildi. Ahmet Alkhadi'nin cenazesinin Filistin'de toprağa verileceği öğrenildi.",1
